movieID,countryID
2565,US
2567,US
2567,DE
2575,IE
2575,US
2576,US
2577,BE
2577,GB
2577,US
2604,US
2605,US
2608,US
2609,US
2610,US
2611,US
2612,US
2613,US
2614,US
2616,US
2617,US
2619,US
2620,US
2621,US
2623,US
2636,PE
2636,US
2637,US
2639,US
2640,US
2642,US
2642,AU
2649,US
2652,US
2654,US
2655,US
2657,US
2661,US
2662,US
2665,US
2666,AU
2666,US
2667,US
2668,FR
2668,US
2668,DE
2669,GB
2669,US
2671,JP
2675,US
2687,FR
2687,US
2690,US
2698,US
2721,FR
2721,DZ
2731,FR
2742,CA
2742,JP
2742,GB
2749,DE
2749,US
2750,GB
2752,FR
2752,US
2752,GB
2755,US
2756,US
2757,US
2758,US
2759,US
2759,AU
2760,GB
2761,GB
2768,US
2769,US
2770,US
2771,US
2779,DE
2779,US
2786,FR
2786,IT
2787,US
2788,US
2789,US
2798,FR
2800,US
2800,DE
2830,US
2832,US
2841,US
2841,FR
2860,FR
2887,US
2891,NZ
2891,AU
2891,GB
2892,AU
2894,DE
2894,FR
2895,US
2897,US
2898,US
2899,DE
2899,FR
2900,US
2907,US
2923,US
2923,GB
2924,US
2925,US
2926,GB
2926,ES
2926,US
2928,US
2959,AU
2959,US
2973,SU
2976,GB
2976,US
2977,GB
2978,US
2990,US
2998,US
3001,US
3009,DE
3009,FR
3009,IT
3019,US
3021,US
3022,US
3033,GB
3033,US
3034,US
3035,US
3036,JP
3036,US
3036,GB
3040,US
3040,RU
3049,US
3050,US
3053,GB
3059,US
3062,US
3063,US
3064,US
3065,US
3072,US
3073,US
3075,GB
3076,US
3078,US
3079,GB
3080,US
3082,US
3083,US
3084,US
3085,US
3086,US
3087,US
3089,US
3090,US
3093,ES
3093,GB
3093,US
3093,DE
3101,US
3109,US
3110,US
3111,US
3112,US
3114,US
3116,US
3118,FR
3121,US
3131,IT
3131,US
3132,US
3133,US
3134,FR
3170,US
3172,US
3175,GB
3175,US
3176,JP
3177,JP
3179,US
3291,US
3291,JP
3291,FR
3291,GB
3293,US
3309,US
3396,US
3432,US
3472,GB
3486,GB
3486,US
3509,US
3512,US
3513,US
3525,US
3526,US
3529,US
3536,US
3536,FR
3537,US
3543,DE
3549,DK
3549,SE
3558,US
3558,DE
3563,US
3573,US
3580,US
3586,US
3587,US
3594,US
3594,DE
3595,US
3597,US
3598,US
3600,US
3603,NZ
3603,KR
3604,NL
3604,US
3604,GB
3635,LU
3635,GB
3635,FR
3638,AU
3638,US
3640,IT
3640,DE
3640,AT
3640,CH
3681,FR
3681,US
3682,US
3683,US
3716,DE
3763,JP
3766,US
3767,US
3777,JP
3780,JP
3782,JP
3784,US
3786,US
3870,FR
3870,IT
3870,DE
3875,DK
3902,CA
3902,FR
3902,DE
3902,US
3933,US
3934,FR
3980,US
3981,US
3989,US
4011,US
4012,US
4031,FR
4032,US
4043,ES
4104,US
4105,US
4107,GB
4107,IE
4108,US
4108,FR
4133,US
4141,US
4147,US
4148,US
4148,GB
4169,GB
4169,US
4174,US
4176,GB
