nconst,primaryName,birthYear,deathYear,primaryProfession
nm0746830,J.K. Rowling,1965,\N,"writer,producer,soundtrack"
nm0743304,Chelcie Ross,1942,\N,"actor,soundtrack"
nm0040575,David Atkins,\N,\N,"writer,producer,director"
nm0271552,Paul Felopulos,\N,\N,"writer,camera_department"
nm1360674,Daniel M. Rosenberg,\N,\N,"producer,writer,miscellaneous"
nm0859720,Marsha Thomason,\N,\N,"actress,soundtrack"
nm0716490,Vincent Regan,1965,\N,"actor,director,writer"
nm0562598,Lee R. Mayes,1946,\N,"producer,production_manager,location_management"
nm0018416,Flex Alexander,1970,\N,"actor,producer,miscellaneous"
nm0219292,David Denman,\N,\N,"actor,soundtrack"
nm0176882,A.J. Cook,1978,\N,"actress,director,soundtrack"
nm0223518,Caroline Dhavernas,1978,\N,"actress,producer,soundtrack"
nm0540139,Brendan Malloy,\N,\N,"director,producer"
nm0540148,Emmett Malloy,\N,\N,"director,producer,music_department"
nm0951686,Jon Zack,\N,\N,"writer,actor,miscellaneous"
nm0013583,Michael Aguilar,\N,\N,"producer,writer,executive"
nm0622782,Javier Navarrete,1956,\N,"composer,music_department,soundtrack"
nm0527002,Federico Luppi,1934,2017,"actor,director"
nm0862858,Fernando Tielve,1986,\N,"actor,soundtrack"
nm0871121,Antonio Trashorras,1969,\N,"producer,director,script_department"
nm0616393,David Muñoz,1968,\N,"writer,director"
nm0021948,Agustín Almodóvar,1955,\N,"producer,actor,assistant_director"
nm0622838,Bertha Navarro,\N,\N,"producer,director,actress"
nm0239653,Andre Dubus,1936,1999,writer
nm0275284,Robert Festinger,\N,\N,"writer,director,miscellaneous"
nm0441839,Ross Katz,1971,\N,"producer,miscellaneous,director"
nm0494910,Graham Leader,\N,\N,producer
nm0905942,Jane Wagner,1935,\N,"writer,producer,miscellaneous"
nm0161856,Suzanne Ciani,1946,\N,"soundtrack,composer,music_department"
nm0179154,Harry H. Corbett,1925,1982,"actor,soundtrack,writer"
nm0494452,John Le Mesurier,1912,1983,"actor,soundtrack"
nm0593803,Warren Mitchell,1926,2015,"actor,soundtrack"
nm0509423,Sanford Lieberson,1936,\N,"producer,actor"
nm0762383,William Sands,1923,1984,"editor,editorial_department,set_decorator"
nm0575552,Kay Medford,1919,1980,"actress,soundtrack"
nm0214038,Cécile Decugis,1934,2017,"editor,director,writer"
nm0234767,Van Doude,1926,2018,actor
nm0812606,Martial Solal,1927,\N,"composer,soundtrack,music_department"
nm0001743,Marc Singer,1948,\N,"actor,soundtrack,director"
nm0025309,John Amos,1939,\N,"actor,writer,producer"
nm0672626,Paul Pepperman,1953,\N,"writer,producer,assistant_director"
nm0636157,Andre Norton,1912,2005,writer
nm0845973,Sylvio Tabet,1938,\N,"producer,miscellaneous,director"
nm0842732,Robert Swink,1918,2000,"editor,assistant_director,editorial_department"
nm0762556,Donald S. Sanford,1918,2011,writer
nm0093780,Ivan Bonar,1924,1988,actor
nm0749447,François Ruggieri,\N,\N,"actor,director,writer"
nm0301556,Michel Galabru,1922,2016,"actor,writer,miscellaneous"
nm0494378,Alain Le Henry,\N,\N,"writer,assistant_director,actor"
nm0773389,Sophie Schmit,\N,\N,"editor,editorial_department,director"
nm0178066,Gladys Cooper,1888,1971,"actress,soundtrack"
nm0710924,Irving Rapper,1898,1999,"miscellaneous,director,assistant_director"
nm0732452,Casey Robinson,1903,1979,"writer,director,producer"
nm0698989,Olive Higgins Prouty,1882,1974,writer
nm0088670,Alfred Block,1897,1949,writer
nm0646829,Edna May Oliver,1883,1942,"actress,soundtrack"
nm0556945,Sarah Y. Mason,1896,1980,"writer,script_department"
nm0505720,Sidney Levin,1934,2020,"editor,editorial_department,assistant_director"
nm0601800,Robert Moore,1927,1984,"director,actor"
nm0210918,Josse De Pauw,1952,\N,"actor,writer,director"
nm0345587,Eva van der Gucht,1977,\N,"actress,soundtrack"
nm0211653,Werner De Smedt,1970,\N,actor
nm0720671,Thekla Reuten,1975,\N,"actress,producer"
nm0220652,Dominique Deruddere,1957,\N,"director,writer,producer"
nm0582898,Loret Meus,\N,\N,"costume_designer,producer,costume_department"
nm0342888,Raymond van het Groenewoud,1950,\N,"composer,music_department,actor"
nm0873262,Ludo Troch,\N,\N,"editor,actor,producer"
nm0616726,Groove Myers,1944,2016,"music_department,composer,soundtrack"
nm0358850,Olivia Hamnett,1943,2001,actress
nm0663737,Frederick Parslow,1932,2017,actor
nm0606179,Tony Morphett,1938,2018,"writer,producer,script_department"
nm0691246,Petru Popescu,1944,\N,"writer,director,actor"
nm0687141,Hélène Plemiannikov,1929,2022,"editor,editorial_department,actress"
nm0077921,Julien Bertheau,1910,1995,actor
nm0522223,Pierre Louÿs,1870,1925,writer
nm0723788,Edmond Richard,1927,2018,"cinematographer,editorial_department,special_effects"
nm0058532,Eddie Barth,1931,2010,"actor,soundtrack"
nm0001011,Irene Cara,1959,2022,"music_artist,soundtrack,actress"
nm0001087,Lee Curreri,1961,\N,"actor,composer,sound_department"
nm0212847,Laura Dean,1963,\N,"actress,soundtrack"
nm0330731,Christopher Gore,1944,1988,"writer,miscellaneous"
nm0211577,David De Silva,1941,\N,"producer,miscellaneous,writer"
nm0403065,Thomas Hunter,1932,2017,"actor,writer"
nm0694268,Peter Powell,\N,1980,writer
nm0204651,Gerry Davis,1930,1991,"writer,script_department,miscellaneous"
nm0429207,Sam J. Jones,1954,\N,"actor,producer"
nm0713204,Alex Raymond,1909,1956,writer
nm0388921,Ivan J. Hoffman,\N,\N,editor
nm0596056,Gerald Mohr,1914,1968,actor
nm0370744,Nora Hayden,1930,2013,"actress,writer,composer"
nm0577477,Ib Melchior,1917,2015,"writer,director,miscellaneous"
nm0684335,Sidney W. Pink,1916,2002,"producer,writer,director"
nm0560816,Norman Maurer,1926,1986,"writer,miscellaneous,producer"
nm0242406,Paul Dunlap,1919,2010,"composer,music_department,soundtrack"
nm0005673,Stanley Cortez,1908,1997,"cinematographer,camera_department,visual_effects"
nm0002033,Tyne Daly,1946,\N,"actress,soundtrack,writer"
nm0267309,James Fargo,1938,\N,"director,assistant_director,producer"
nm0792361,Roger Shearman Jr.,1931,1992,"camera_department,cinematographer"
nm0164273,Matt Clark,1936,\N,"actor,director,soundtrack"
nm0142587,Steve Carver,1945,2021,"director,cinematographer,producer"
nm0326339,William Goldstein,\N,\N,"music_department,composer,soundtrack"
nm0697733,William Prince,1913,1996,actor
nm0582701,Rexford L. Metz,1937,\N,"camera_department,cinematographer,visual_effects"
nm0297620,Martin Fuhrer,1956,\N,"cinematographer,camera_department,assistant_director"
nm0299077,Chris Furrh,1974,\N,actor
nm0684999,Danuel Pipoly,1978,\N,actor
nm0197647,James Badge Dale,1978,\N,actor
nm0393591,Harry Hook,1960,\N,"director,producer,writer"
nm0589869,Ross Milloy,\N,\N,producer
nm0247902,Brian Eatwell,1939,2007,"production_designer,art_director,art_department"
nm0722619,Griff Rhys Jones,1953,\N,"actor,writer,producer"
nm0668954,Joanne Pearce,\N,\N,actress
nm0361194,Barry Hanson,1943,2016,"producer,script_department,director"
nm0565982,Doug McClure,1935,1995,"actor,soundtrack"
nm0318919,Dana Gillespie,1949,\N,"actress,soundtrack,music_department"
nm0175428,Kevin Connor,1937,\N,"director,sound_department,editor"
nm0863352,Patrick Tilley,1928,\N,writer
nm0201290,John Dark,1927,2015,"producer,assistant_director,production_manager"
nm0492444,Peter Lawford,1923,1984,"actor,soundtrack,producer"
nm0751207,Jack Golden Russell,\N,\N,writer
nm0081798,Caroline Biggerstaff,\N,\N,"editor,editorial_department"
nm0546140,Lawrence B. Marcus,1917,2001,"writer,miscellaneous,script_department"
nm0110871,Paul Brodeur,1931,2023,writer
nm0808073,Earl E. Smith,\N,\N,"writer,soundtrack,actor"
nm0682309,Charles B. Pierce,1938,2010,"director,writer,producer"
nm0925916,Charles Malik Whitfield,1972,\N,"actor,producer"
nm0601382,John Moore,1970,\N,"camera_department,director,producer"
nm0048932,Simon Baker,1969,\N,"actor,producer,director"
nm0842270,John Sweet,1960,2017,"writer,actor,soundtrack"
nm0000465,Ron Jeremy,1953,\N,"actor,director,writer"
nm0546735,William Margold,1943,2017,"actor,writer,director"
nm0326155,Al Goldstein,1936,2013,"actor,producer,director"
nm0506891,Al Lewis,1923,2006,"actor,soundtrack"
nm0804033,Sean Skelton,\N,\N,"producer,writer,director"
nm0250626,Kirt Eftekhar,\N,\N,"producer,executive,actor"
nm0461502,Carvin Knowles,\N,\N,"soundtrack,composer,music_department"
nm0455164,Ralph King,\N,\N,"camera_department,cinematographer,director"
nm0244078,George Durham,1856,1940,writer
nm0123913,Scott Busby,\N,\N,"writer,miscellaneous"
nm0178638,Martin Copeland,\N,\N,"writer,actor,script_department"
nm0443737,Behzad Kazzazi,\N,\N,"production_designer,costume_designer,set_decorator"
nm0008416,Hossein Abedini,\N,\N,actor
nm0046969,Zahra Bahrami,\N,\N,actress
nm0619564,Fouad Nahas,\N,\N,"producer,editor,script_department"
nm0679074,Ahmad Pezhman,1937,\N,"composer,soundtrack"
nm0205828,Mohammad Davudi,\N,\N,"cinematographer,camera_department"
nm0919867,Frederick Weller,1966,\N,"actor,director,writer"
nm0856440,Mary Testa,1955,\N,"actress,soundtrack"
nm0828099,Patrick Stettner,\N,\N,"director,writer,editor"
nm0622254,Robert H. Nathan,\N,\N,producer
nm0430538,Albrecht Joseph,1901,1991,"editor,writer"
nm0930695,Grant Williams,1931,1985,"actor,stunts"
nm0835836,Randy Stuart,1924,1996,"actress,soundtrack"
nm0448655,April Kent,1935,1998,actress
nm0486742,Paul Langton,1913,1980,"actor,soundtrack"
nm0141608,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
nm0130772,Francesca Calvelli,1962,\N,"editor,miscellaneous,actress"
nm0229301,Branko Djuric,1962,\N,"director,writer,actor"
nm0084484,Rene Bitorajac,1972,\N,"actor,writer,soundtrack"
nm0816297,Filip Sovagovic,1966,\N,"actor,director,writer"
nm0796207,Georges Siatidis,1963,\N,actor
nm0849786,Danis Tanovic,1969,\N,"director,writer,producer"
nm0542185,Harvey Manger,1905,1960,"editor,editorial_department"
nm0371775,Louis Hayward,1909,1985,"actor,director,producer"
nm0163229,René Clair,1898,1981,"writer,director,soundtrack"
nm0005997,Mario Castelnuovo-Tedesco,1895,1968,"music_department,composer,soundtrack"
nm0005635,Lucien N. Andriot,1892,1979,"cinematographer,camera_department"
nm0935567,Carl Winston,1893,1971,"assistant_director,writer,production_manager"
nm0314777,Kurt Gerron,1897,1944,"actor,director,writer"
nm0884665,Rosa Valetti,1876,1937,"actress,director"
nm0903049,Josef von Sternberg,1894,1969,"director,writer,assistant_director"
nm0542777,Heinrich Mann,1871,1950,"writer,actor"
nm0958454,Carl Zuckmayer,1896,1977,"writer,sound_department"
nm0901629,Karl Vollmöller,1878,1948,writer
nm0509510,Robert Liebmann,1890,1942,"writer,soundtrack,script_department"
nm0350011,Pato Guzman,1933,1991,"art_director,production_designer,producer"
nm0220598,Cleavant Derricks,1953,\N,"actor,soundtrack,music_department"
nm0721031,Alejandro Rey,1930,1987,"actor,director,producer"
nm0851582,Audrey Tautou,1976,\N,"actress,soundtrack,make_up_department"
nm0186677,Lorella Cravotta,1958,\N,actress
nm0652226,Claudie Ossard,1943,\N,"producer,actress"
nm0216632,Bruno Delbonnel,1957,\N,"cinematographer,camera_department,director"
nm0500200,Chyler Leigh,1982,\N,"actress,producer,soundtrack"
nm0262635,Chris Evans,1981,\N,"actor,producer,soundtrack"
nm0647638,Eric Christian Olsen,1977,\N,"actor,producer,soundtrack"
nm0302778,Joel Gallen,\N,\N,"producer,director,writer"
nm0070500,Mike Bender,1975,\N,"writer,miscellaneous,producer"
nm0258418,Adam Jay Epstein,\N,\N,"writer,producer,miscellaneous"
nm0414795,Andrew Jacobson,\N,\N,"writer,miscellaneous,producer"
nm0095017,Hugh Bonneville,1963,\N,"actor,soundtrack"
nm1093684,John Bayley,1925,2015,writer
nm0289221,Robert Fox,1952,\N,producer
nm0969891,Nelofer Pazira,1973,\N,"writer,director,actress"
nm0970321,Hassan Tantai,1950,\N,actor
nm1241513,Ike Ogut,\N,\N,actor
nm0970343,Sadou Teymouri,\N,\N,actor
nm0201802,Mohammad Reza Darvishi,1955,\N,"composer,actor,soundtrack"
nm0446771,Paul Kelly,1955,\N,"composer,soundtrack,actor"
nm0086697,Rachael Blake,1971,\N,actress
nm0035788,Kerry Armstrong,1958,\N,"actress,soundtrack"
nm0492979,Ray Lawrence,1948,\N,"director,writer"
nm1648968,Steve Hadley,\N,\N,"composer,actor,soundtrack"
nm1651681,Bruce Haymes,\N,\N,"composer,soundtrack"
nm0495323,Penny Leatherbarrow,\N,\N,actress
nm0516180,Howard Lloyd-Lewis,\N,1986,actor
nm0100692,Jonathan Bowater,\N,\N,actor
nm0602454,Christopher Morahan,1929,2017,"director,producer,actor"
nm0292450,Michael Frayn,1933,\N,"writer,actor"
nm0168551,Michael Codron,1930,\N,"miscellaneous,producer"
nm0178979,John Coquillon,1930,1987,"cinematographer,camera_department,writer"
nm0252162,Will Eisner,1917,2005,"writer,art_department,miscellaneous"
nm0913637,Ted Wass,1952,\N,"director,actor,producer"
nm0779073,Donovan Scott,1947,\N,"actor,assistant_director,director"
nm0253742,Elizabeth of Toro,1936,\N,actress
nm0251683,Jerry Iger,1903,1990,writer
nm0005471,Peter Strauss,1947,\N,"actor,producer"
nm0546004,Andrea Marcovicci,1948,\N,"actress,soundtrack"
nm0425593,Lamont Johnson,1922,2010,"director,actor,producer"
nm0362402,Stewart Harding,\N,\N,"producer,writer,production_manager"
nm0480879,Jean LaFleur,\N,\N,"writer,editor,director"
nm0696400,David Preston,\N,\N,"miscellaneous,writer,producer"
nm0721063,Edith Rey,\N,\N,writer
nm0911644,Jonathan Ward,1970,\N,"actor,producer,writer"
nm0551502,K.C. Martel,1967,\N,"actor,soundtrack"
nm0088121,Jeff Bleckner,1943,\N,"director,producer,writer"
nm0823551,Manya Starr,1921,2000,"writer,producer"
nm0455852,Ernest Kinoy,1925,2014,writer
nm0541218,Method Man,1971,\N,"actor,soundtrack,producer"
nm0714983,Redman,1970,\N,"music_artist,soundtrack,actor"
nm0245888,Jesse Dylan,1966,\N,"director,producer,writer"
nm0008935,Dustin Lee Abraham,\N,\N,"producer,miscellaneous,writer"
nm0254886,James Ellis,\N,\N,"producer,music_department"
nm0307975,Shauna Garr,\N,\N,"producer,director,writer"
nm0220635,Debi Derryberry,1960,\N,"actress,soundtrack,miscellaneous"
nm0667326,Rob Paulsen,1956,\N,"actor,soundtrack,music_department"
nm0146903,Megan Cavanagh,1960,\N,"actress,soundtrack"
nm0213648,Mark DeCarlo,1969,\N,"actor,writer,producer"
nm0204884,John A. Davis,1961,\N,"writer,producer,director"
nm0359456,Danelle Hand,\N,\N,"miscellaneous,producer,actress"
nm0791806,John Scott Shepherd,1964,\N,"writer,producer,director"
nm0040338,Kenneth Atchity,1944,\N,"producer,manager,actor"
nm0343446,Matthew Gross,\N,\N,"producer,miscellaneous,production_manager"
nm0761744,Tim Sanders,\N,\N,"producer,production_manager,location_management"
nm0089217,Orlando Bloom,1977,\N,"actor,producer,soundtrack"
nm0101991,Philippa Boyens,\N,\N,"writer,producer,soundtrack"
nm0578392,Gregory S. Melton,1959,\N,"production_designer,art_director,set_decorator"
nm0007136,Michael Sloane,\N,\N,"actor,writer,director"
nm0656199,Jim Page,\N,\N,"editor,editorial_department,miscellaneous"
nm0621586,Sylvia Nasar,1947,\N,"writer,miscellaneous"
nm0930209,Cara Williams,1925,2021,"actress,soundtrack"
nm0000942,Theodore Bikel,1924,2015,"actor,soundtrack,director"
nm0519296,Claudine Longet,1942,\N,"actress,soundtrack,writer"
nm0096859,Natalia Borisova,1941,2013,actress
nm0141255,Jean Carson,1923,2005,"actress,soundtrack"
nm0907209,Tom Waldman,1922,1985,"writer,producer,music_department"
nm0245554,Roger Dwyre,\N,\N,"editor,editorial_department,producer"
nm0580479,Melina Mercouri,1920,1994,"actress,soundtrack,writer"
nm0200272,Monja Danischewsky,1911,1994,"writer,producer,miscellaneous"
nm0006118,Manos Hatzidakis,1925,1994,"soundtrack,composer,music_department"
nm0540338,Matty Malneck,1903,1981,"soundtrack,actor,music_department"
nm0033917,Paul Ardaji,\N,\N,producer
nm0100736,Mark Bowden,1951,\N,"writer,producer,miscellaneous"
nm0634307,Ken Nolan,\N,\N,"writer,producer,actor"
nm0190206,Abigail Cruttenden,1968,\N,actress
nm1130277,Charlotte McDougall,\N,\N,"actress,writer"
nm0269127,Sebastian Faulks,1953,\N,"writer,producer,actor"
nm0706002,Douglas Rae,1947,\N,"producer,director,actor"
nm0742768,Jack Rosenthal,1931,2004,"writer,producer,miscellaneous"
nm0801953,Isaac Bashevis Singer,1904,1991,writer
nm0501544,Rusty Lemorande,\N,\N,"producer,writer,assistant_director"
nm0506379,David Levy,\N,\N,"producer,miscellaneous,director"
nm0266824,Dakota Fanning,1994,\N,"actress,producer,soundtrack"
nm0425581,Kristine Johnson,\N,\N,"writer,producer,actress"
nm0813414,Richard Solomon,\N,\N,"producer,miscellaneous,writer"
nm0801231,Taylor Simpson,\N,\N,actress
nm1102991,Gabrielle Witcher,\N,\N,actress
nm0286975,Marc Forster,1969,\N,"producer,director,writer"
nm0995906,Milo Addica,\N,\N,"writer,actor,producer"
nm0737993,Will Rokos,\N,\N,"writer,producer,actor"
nm0200005,Lee Daniels,1959,\N,"producer,writer,director"
nm1449207,Asche & Spencer,\N,\N,"composer,soundtrack,music_department"
nm0698925,Annie Proulx,1935,\N,"writer,producer,soundtrack"
nm0950165,William Allen Young,1954,\N,"actor,director"
nm0134586,Marie Cantin,\N,\N,"producer,production_manager,assistant_director"
nm0004988,Colin Hanks,1977,\N,"actor,director,producer"
nm0365501,Bret Harrison,1982,\N,"actor,producer,soundtrack"
nm0042992,Scott Aversano,1970,\N,producer
nm0491565,Dan Laustsen,1954,\N,"cinematographer,camera_department"
nm0494078,Samuel Le Bihan,1965,\N,"actor,writer,producer"
nm0001092,Mark Dacascos,1964,\N,"actor,stunts,director"
nm0304521,Christophe Gans,1960,\N,"director,writer,producer"
nm0127562,Stéphane Cabel,\N,\N,"writer,actor,director"
nm0334926,Richard Grandpierre,\N,\N,"producer,writer,miscellaneous"
nm0001397,Brion James,1945,1999,"actor,producer"
nm0947315,Tim Yip,\N,\N,"costume_designer,production_designer,art_director"
nm0497642,Kang-sheng Lee,1968,\N,"actor,director,writer"
nm0155365,Shiang-chyi Chen,1969,\N,actress
nm0523717,Lu Yi-ching,1958,\N,actress
nm0583964,Miao Tien,1925,2005,"actor,assistant_director,script_department"
nm0158857,Tsai Ming-liang,1957,\N,"director,writer,producer"
nm0946040,Pi-ying Yang,\N,\N,writer
nm0681996,Laurence Picollec,\N,\N,"miscellaneous,producer,executive"
nm0155363,Sheng-Chang Chen,\N,\N,"editor,producer,editorial_department"
nm0331540,Barbara Gosnold,\N,\N,production_designer
nm0397843,Jenny Howe,\N,\N,"actress,soundtrack"
nm0158666,Carolyn Choa,\N,\N,"miscellaneous,actress,producer"
nm0178340,Robert Cooper,1950,\N,"producer,actor,director"
nm0006224,Barrington Pheloung,1954,2019,"composer,music_department,soundtrack"
nm0003889,John Stothart,\N,\N,"editor,editorial_department"
nm0779089,Elliot Scott,1915,1993,"art_director,production_designer,art_department"
nm0356268,John Hallam,1941,2006,actor
nm0889169,Derek Vanlint,1932,2010,"cinematographer,director,camera_department"
nm0150219,Wilt Chamberlain,1936,1999,"actor,writer,producer"
nm0176689,Gerry Conway,1952,\N,"writer,producer,miscellaneous"
nm0344479,Francis Grumman,\N,\N,"cinematographer,camera_department,director"
nm0636278,Randy Norton,\N,\N,actor
nm0495021,Cynthia Leake,1957,\N,actress
nm0762080,Steve Sandor,1937,2017,actor
nm0360484,Sean Hannon,\N,\N,"visual_effects,animation_department,actor"
nm0292547,Frank Frazetta,1928,2010,"art_department,writer,costume_designer"
nm0111274,Shane Brolly,1970,\N,"actor,writer,producer"
nm0143187,Caroline Case,\N,\N,"writer,script_department,actress"
nm0892463,Hector Velez,\N,\N,"art_director,art_department,production_designer"
nm0526694,Fei Lung,1943,\N,"actor,stunts,assistant_director"
nm0497735,Leo Lee,\N,\N,"actor,stunts,art_department"
nm1119886,Ling-Ling Hsieh,1956,\N,actress
nm0466012,Tom Koranda,\N,\N,"producer,assistant_director,miscellaneous"
nm0550708,Paul Marshal,\N,\N,"producer,sound_department,editor"
nm0543427,Sean Mannion,\N,\N,"art_department,production_designer,actor"
