id,original_language,overview,poster_path,revenue,budget,popularity
294,en,The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.,/344zgJ6zIVchUhl9bGJGk6ZG19s.jpg,2400000,350000,11.522
296,en,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",/qAnafzrd9Y5pVTWAP0tSDDMPzTR.jpg,435000000,200000000,36.434
297,en,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,142940100,90000000,43.274
298,en,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",/3so07ghzmtbyhpFfzTucEnlfYRO.jpg,311312624,85000000,31.629
299,en,Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,/A4R6u7SidBPVXMVzGSysCiRGTRz.jpg,2800000,0,15.879
300,fr,A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.,/1qCq228LsNtUseCnNE7Naw6NBUz.jpg,9524340,6000000,16.77
301,en,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",/4gI4KKmoi0d3yfsF71YU3S0I5t8.jpg,5800000,0,25.18
302,en,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",/bwBAUlEXhUKmegdguoFj9grF9t3.jpg,22441323,7800000,17.717
303,en,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",/yUjKnpColooH88BFQJwwgNOQ56N.jpg,24500000,2000000,17.03
306,en,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg,119208989,50000000,21.189
307,it,"During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape.",/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg,1000000,20000,15.311
308,en,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",/gd8JNjwgiM6ZgGm6NFAkovQWoYn.jpg,46720491,10000000,15.711
309,da,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",/2LRzNq41yrY8EjCnD1S8sCCPvKk.jpg,0,1300000,19.303
310,en,"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.",/f0QqG14SZYYZcV4VWykVc5w13dz.jpg,484592874,80000000,33.909
311,en,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,5500000,30000000,42.059
312,de,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.,/bfNOcXDcwzKOlJoTtQM4lsEVxS1.jpg,0,0,5.676
314,en,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat — and she's eager to use her new skills... as a vigilante. Before you can say ""cat and mouse"", handsome gumshoe Tom Lone is on her tail, fascinated by both of her personas.",/pvnPgukFyEKgCzyOxyLiwyZ8T1C.jpg,82102379,100000000,22.532
315,en,"Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",/4mld2L1vWqgqFQmKa7KU4HzLKPi.jpg,0,45000,16.981
318,en,The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living.,/iGRyPsZF0lfIL3IadmBdoAsYzyn.jpg,105983,8000000,15.694
319,en,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg,12600000,12500000,30.742
320,en,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,/riVXh3EimGO0y5dgQxEWPRy5Itg.jpg,113714830,46000000,17.626
321,en,"When an Italian man comes out of the closet, it affects both his life and his crazy family.",/wWQ0FHyWwqVcjuI6yvrM41H8ylk.jpg,3031801,4361898,9.679
322,en,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,/1tyi6RZzbJ9bE0g0GUf6Q7BWLvv.jpg,156822020,25000000,25.675
326,en,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",/9wqWQ5rXQG6daMpowqwadGjI768.jpg,62022014,33000000,26.45
327,en,"A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother’s gang.",/rjgNhmndEKCPiIxK14bTr2FiwYR.jpg,15250000,12000000,13.535
329,en,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,920100000,63000000,24.213
330,en,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",/jElpCJkSaRPYwIMwZY28gOKV7BK.jpg,618638999,73000000,2.257
331,en,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",/oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg,368780809,93000000,1.49
332,en,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",/eKpK8FaQDpkgp3HHm3YrIDqUjWh.jpg,134400000,75000000,15.413
333,en,"Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins....",/pXIVHT73QG70nZZdsVMwa0OgFUK.jpg,0,0,6.261
334,en,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",/tpfC325Jk6S38VTe5dDWjWtoyxr.jpg,48451803,37000000,22.963
335,it,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,5380118,5000000,48.342
336,it,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",/nWmAtZf83qpOai0fzehf7Hn1S3R.jpg,0,0,14.554
337,fr,"Paris, 1960s. Momo, a resolute and independent Jewish teenager who lives with his father, a sullen and depressed man, in a working-class neighborhood, develops a close friendship with Monsieur Ibrahim, an elderly Muslim who owns a small grocery store.",/lS4hx9X5v6cpoCzzQohZs7zD881.jpg,11576431,0,10.28
338,de,Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,/2QlsdRwkug30lw6DAWG8pxmMuFQ.jpg,79384880,4800000,15.941
339,en,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg,2015810,3500000,13.484
340,en,"A young Jewish American man endeavors—with the help of eccentric, distant relatives—to find the woman who saved his grandfather during World War II—in a Ukrainian village which was ultimately razed by the Nazis.",/gk469Y3fJTlbcAkSNMZc4OtETOK.jpg,3601974,7000000,10.657
343,en,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,0,1200000,23.191
345,en,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,162100000,65000000,51.808
346,ja,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg,346300,2000000,36.579
348,en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,104931801,11000000,72.767
350,en,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",/u6QBDGUCOEMRekna95ip2MxplbQ.jpg,326706115,35000000,50.84
364,en,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,280000000,80000000,29.261
377,en,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,57000000,1100000,32.056
378,en,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",/m5Zp4K4hKdPhsBl3E0p8I7QomlT.jpg,29180280,6000000,17.373
379,en,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,5080409,14000000,17.717
380,en,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,354825435,25000000,21.798
381,en,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg,8750000,2500000,16.206
387,de,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",/9nV5YlX05MHC7zZzffY9kgc8r5d.jpg,85000000,14000000,32.423
388,en,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",/5ljZJLpQj8s3iSk3LylnFDyDoIK.jpg,186003591,45000000,24.586
389,en,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,1000000,350000,51.201
391,it,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,14500000,200000,29.315
392,en,"A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them, as they represent free-thinking and indulgence. When a group of gypsies arrive by riverboat, the Mayor's prejudices lead to a crisis.",/jPNmQq23eNbKFVPZnY5Kxc63MvW.jpg,152500343,25000000,17.438
393,en,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,152159461,30000000,37.053
395,en,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",/ySWu5bCnnmgV1cVacvFnFIhgOjp.jpg,177427090,70000000,29.36
396,en,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.",/wF7ihB5V5gSm6zxjv3ZhHOpgREI.jpg,33736689,7500000,15.624
397,en,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.",/q5hXdMfxSwhuOmWmkTJmm5qVijc.jpg,101982854,0,12.99
398,en,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",/k7z0tDxzbDNev7F8l3Y56Pk5seR.jpg,49327405,7000000,13.888
400,en,Five different criminals face imminent death after botching a job quite badly.,/oPp6Gbrasox66WyMvPS0k8OakQf.jpg,529766,8000000,19.11
401,en,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",/h3iqYiGS6F3y7GxaS4AT8nFxZ2i.jpg,26781723,2500000,17.99
402,en,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,352927224,49000000,34.473
403,en,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned.",/iaCzvcY42HihFxQBTZCTKMpsI0P.jpg,145793296,7500000,13.51
404,en,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",/tT9cMiVDdtlcdZxOoFy3VRmEoKk.jpg,6203044,10000000,12.694
405,it,"When Gelsomina, a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.",/xyisVfPrNybDieMp1nbCv6iBtdV.jpg,0,0,10.987
406,fr,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",/gfdhSzPyAWtAizqs4ytc0MwOlQg.jpg,15300000,2600000,15.397
408,en,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",/9QKUh9UuIIT2ZA9Rby9R6vtNRKa.jpg,184925486,1488423,53.193
409,en,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",/8eHHqMg8qEYtVw8LQLygsHXSR2q.jpg,231976425,27000000,22.154
411,en,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,745013115,180000000,123.542
414,en,Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,/mzzNBVwTiiY94xAXDMWJpNPW2US.jpg,336529144,100000000,40.247
415,en,Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,/cGRDufDDSrFrv7VI4YnmWnslne0.jpg,238207122,125000000,35.285
421,en,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.",/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,34808403,50000000,27.339
422,it,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",/60rbYRidGzWjb6cjZ2elIiztvpp.jpg,0,0,14.255
423,en,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,120072577,35000000,49.528
424,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,321365567,22000000,65.084
425,en,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,383257136,59000000,70.773
426,en,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,7797728,2479000,28.086
427,fr,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",/wH6RyPiXFy8INLbViVkchLVOmBc.jpg,0,0,13.393
429,it,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,38900000,1200000,81.717
430,en,"C.R. MacNamara will do anything to get a promotion within the Coca-Cola company, including looking after boss W.P. Hazeltine's rebellious teenage daughter, Scarlett. When Scarlett visits Berlin, where C.R. is stationed, she reveals that she is married to a communist named Otto Piffl -- and C.R. recognizes that Otto's anti-establishment stance will clash with his boss's own political views, possibly jeopardizing his promotion.",/yWQE227ub1frfnjP5HZy0wLF0wu.jpg,4000000,3000000,15.281
431,en,"A group of strangers find themselves trapped in a maze-like prison. It soon becomes clear that each of them possesses the peculiar skills necessary to escape, if they don't wind up dead first.",/iNwm6fpDqQ4WjwhYI8EW6LPklod.jpg,8969065,350000,17.647
433,en,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",/1DjJh0vwGwi6KugPZfDiliO25XP.jpg,103082380,6000000,27.399
435,en,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",/kNKy8eJemg6sCAMBgh4xrD0lleX.jpg,552639571,125000000,30.132
436,es,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,/30CImATfvHWLXy6a3KmHXnYXB6c.jpg,12450821,3000000,8.27
437,en,The sequel to the low budget first film Cube. This time the prisoners find them selves in a more advanced cube environment that they must escape from before they are killed. A science fiction film where space and time have more than one path.,/bEqqwtwUP7lm56VyeVONhv9JtYu.jpg,3563603,0,19.321
438,en,Cube Zero is the third film in the trilogy yet this time instead of a film about people trapped in a deadly cube trying to get out we see it from the eyes of someone who is controlling the cube and the torture of the victims inside. When the nerd can’t stand to see a woman suffer he himself enters the cube to try and save her.,/p3t7ofvNlNhRkbAspiUe4ZdNcGA.jpg,0,825000,19.244
439,it,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",/11hMHhThUb53fHoDDyn5LUsw0Z.jpg,19647000,0,17.131
440,en,"The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",/jCyJN1vj8jqJJ0vNw4hDH2KlySO.jpg,130290885,40000000,47.165
441,en,"A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.",/8FlxH4q1plGzdoJmK2VHgap3Ly7.jpg,1600000,6000000,9.643
445,fr,A married couple is terrorized by a series of videotapes planted on their front porch.,/fnuAk6Or34FLYQDnh7Et51UvSXK.jpg,36000000,8731048,11.306
451,en,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",/nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg,49800000,3600000,22.61
452,da,With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,/zICUj2GCVubqp6p9BgpmudNVfvR.jpg,7235,2500000,19.789
453,en,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg,316800000,58000000,36.253
454,en,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",/eLf4jclPijOqfEp6bDAmezRFxk5.jpg,147298761,14500000,21.63
455,en,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",/6F2tFbxgqcSIMK5WOZfwoHXaROc.jpg,76578641,3500159,19.841
460,de,Germany director Dani Levy filmed this comedy about Jewish life in today’s Germany along side the familiar east-west conflict. With it great success this film is a joyful comedy of humor and knowledge.,/sDAVHwXZI3yMSBOqjZGtiEyfhQt.jpg,0,0,4.535
462,en,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",/xbMEHLu36LyptPD29FxVTndpYZ1.jpg,256271286,52000000,22.495
466,en,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,/tVyINAsNGSgD1OIstqwCcs7wyGH.jpg,12512637,2500000,13.328
468,en,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters is a hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",/hiFGxsq7Mzss536Rc1cahaNWCJe.jpg,6401336,2500000,17.924
469,en,"A Hungarian immigrant, his friend, and his cousin go on an unpredictable adventure across America.",/Q9wdlNjBOti4JhAjAQXphzShw3.jpg,0,0,9.59
