id,original_language,overview,poster_path,revenue,budget,popularity
11426,en,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",/mJFzGDs8OMyXotbunp800D9SID0.jpg,30500000,1650000,19.5
11427,en,"Christmas Eve. On his way to his in-laws with his family, Frank Harrington decides to try a shortcut, for the first time in 20 years. It turns out to be the biggest mistake of his life.",/3TEqyuJfT4IcZbDE9Xc4KRxi8au.jpg,77000000,900000,9.856
11428,en,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.",/iiwplv5pET2HgMog6otunohIiSr.jpg,30524763,15000000,16.859
11429,en,"Once again tampering with mother nature to disastrous results, Dr. Herbert West continues his research while serving time in a maximum security prison for his previous exploits. West's limited prison-cell experiments are suddenly interrupted by the arrival of a new prison doctor and the brother of the girl who suffered from West's experiments 13 years earlier.",/6R5s28jsY5rdxiYApbMX2bh3VNL.jpg,0,3000000,10.696
11430,en,Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.,/sVJME5R1NmTXtbdnAxYPx7Xa7kr.jpg,1465,0,37.621
11431,en,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,/xwJBEOM5BVElAgQIA82KBLX10fu.jpg,50500000,30000000,12.935
11439,en,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,/rK7m2Ba0ieXa37NaAmrx4dfRvvM.jpg,60331447,45000000,12.429
11441,it,"Cristina is a rich, spoiled princess visiting Rome with her royal parents. The mission of their visit is to marry her off to a super-wealthy corporate type and thereby start to turn around the losses their small kingdom is experiencing in its casino business. These less-than-noble intentions get derailed when Barnaba, a zany bus driver enters their lives and falls madly in love with the gorgeous Cristina. He is nuts enough to succeed in this romantic chase after royalty, as love seems to fuel his determination to rid Cristina of her elitism and to make her see his own irrepressible attractions.",/9Mo9IKxv7XOMJrdVpWY0iZqPMhe.jpg,0,0,8.516
11442,en,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",/1mlKwbNzJCGzqe4i0ZEJtUUL290.jpg,37664855,13000000,20.207
11443,en,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,24147179,10000000,17.014
11444,fr,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",/kNm5Jxr3iulG8tfYHqDD0ahODCw.jpg,0,0,9.514
11446,en,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,/yrbj1UCLH0oNqWuR9NHuNEdtDF8.jpg,5034794,800000,10.991
11447,it,A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba diving accident.,/mUeDLodG63QSGBEGWDYZIsYjhok.jpg,0,0,11.549
11448,en,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",/ice135yQZp4iX2SgCmd90nKgS5j.jpg,6700000,15000000,14.266
11449,en,George Lutz and his wife Kathleen move into their Long Island dream house with their children only for their lives to be turned into a hellish nightmare. The legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home.,/7VMscq0659xKmcXzd86de1DGV4W.jpg,86432000,0,29.901
11450,en,"Lawyer Richard Goodwin discovers that 'Twenty-One', a successful TV quiz show, is rigged and decides to expose the team behind the show.",/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,24822619,31000000,13.545
11451,en,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",/7lTfTZ8CDfXw09eAv3OOvsbCVgs.jpg,144146816,50000000,31.993
11452,en,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",/hl19MAS9hV5QkkUdZuoLleDuNH9.jpg,39241323,6000000,19.263
11453,en,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,/yXdQ4UGDFCsPrynJOdIk20AYLus.jpg,22400154,22000000,24.401
11454,en,"FBI Agent Will Graham, who retired after catching Hannibal Lecter, returns to duty to engage in a risky cat-and-mouse game with Lecktor to capture a new killer.",/6rb24x39vV8n5301IelC8rCPJTH.jpg,8620929,15000000,0.781
11455,en,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",/lKXINU3ApbhFPQJ3pqgMzGPCYnH.jpg,41590893,0,10.894
11456,en,"Frank Morrison is a divorced father with a 12-year-old son, Danny. His ex-wife Susan and son Danny now live with Rick Barnes, Susan's new husband. Danny, who has a reputation for telling lies, accuses his stepfather of committing a murder. Initially, no one believes his accusations, but then Frank becomes convinced and is the only one who believes him. Now, the father Danny trusts must protect him from the stepfather he fears.",/3yAhZB2fsaD1H69Vsro02ucvDO.jpg,54249294,75000000,10.522
11457,en,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",/sfZBVzDemE0N8KUZ8Pc5JZfqG45.jpg,0,18000000,15.47
11458,en,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,/7FsbWJq43lQGCIPxe8z3zBwEIkh.jpg,5484302,20000000,8.881
11459,en,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",/oK54M9VKOCLR1u0j26ttRix0G18.jpg,86369815,35000000,27.256
11460,en,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.",/47NRyV8VoJAyiLUdyNS6uZTOwwl.jpg,57891803,26000000,24.096
11462,en,"Wealthy, sheltered Lina McLaidlaw is swept off her feet by charming ne'er-do-well Johnnie Aysgarth. Though warned that Johnnie is little more than a fortune hunter, Lina marries him anyway and remains loyal to her irresponsible husband as he plows his way from one disreputable business scheme to another. Gradually Lina comes to the conclusion that Johnnie intends to kill her in order to collect her inheritance.",/kuv64byEbl4idStScfqxw78lhed.jpg,4500000,1103000,13.484
11465,en,"The story of Jerry Lee Lewis, arguably the greatest and certainly one of the wildest musicians of the 1950s. His arrogance, remarkable talent, and unconventional lifestyle often brought him into conflict with others in the industry, and even earned him the scorn and condemnation of the public.",/cb0zpDUnHBj8PxWQG5L96m3rxrk.jpg,13741060,0,11.846
11467,en,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",/4TQOYs8rCWi44O1tNbIQiRqHQkA.jpg,138191428,64400000,12.426
11468,en,"After the murder of his beloved wife, a man in search of redemption is set adrift in a world where nothing is as it seems. On his journey, he befriends slacker Jimmy ""The Finn"", becomes involved in rescuing his neighbor Colette from her own demons, and gets entangled in a web of deceit full of unexpected twists and turns.",/i3InMSlLUNBEdQTKazMdyVP1ryX.jpg,676698,18000000,12.49
11469,en,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",/pVxwVH461k9u4tUfRewT29DEZ2e.jpg,33422806,50000000,19.043
11470,en,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",/g50BkeMOO5ZXcT0B9OBGS4VLvBc.jpg,16951798,11000000,23.083
11471,zh,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.",/3LaUyoLADXqndKaX7ZjGYrWCedt.jpg,4469460,0,13.986
11472,en,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg,138510230,0,12.996
11474,en,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",/fCDXAJcPvpsMd5CL1kBKkkNGW3X.jpg,22490039,4000000,30.244
11475,en,"The Leningrad Cowboys, a group of Siberian musicians, and their manager, travel to America seeking fame and fortune. As they cross the country, trying to get to a wedding in Mexico, they are followed by the village idiot, who wishes to join the band.",/rYI5IAKwqOl6nPcAYL58VzI0EXN.jpg,0,0,10.231
11478,en,"A senior at an Ivy League college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",/pYuggibfzm8LWgjnUKMMtii2430.jpg,50802120,15000000,11.611
11481,en,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",/dtyCKEPLqv9wxyVazL4b843vtUb.jpg,0,300000,16.277
11482,en,A quiet and inconspicuous man rents an apartment in France where he finds himself drawn into a rabbit hole of dangerous paranoia.,/4Qhzb1ICFMqE3isWoln497qSH7n.jpg,5100000,0,13.316
11484,en,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",/cmcipEfexlhVLYQXqeSWp1YcsPY.jpg,30000000,0,12.943
11485,en,"Virgil Starkwell is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he is completely incompetent.",/dT7cKFxsuHzSnDBxKeP5acoIpWZ.jpg,0,1500000,8.85
11489,fr,"Young, impulsive Rosetta lives a hard and stressful life as she struggles to support herself and her alcoholic mother. Refusing all charity, she is desperate to maintain a dignified job.",/zdWX3mNm9rzEU9f363y0NPehFrS.jpg,266665,0,8.263
11490,fr,"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.",/dk7ZpsVKLt2nwjQZZIde0WP4oQV.jpg,5507396,0,8.042
11495,en,"As youths, Andy McGee and his future wife, Vicky, participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie, begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""",/2ux5lqNuibd8eOkwwUhzfzAJBqD.jpg,17080167,15000000,15.883
11497,en,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",/nmWh1NglDinfkHD9zCNqGWyhl7Q.jpg,27100027,13800000,18.133
11498,en,"In 1949, composer Roman Strauss is executed for the murder of his wife. In 1990s Los Angeles, a detective comes across a mute amnesiac woman who is somehow linked to the Strauss murder.",/irEnDVtxox6gnRJuwtEZuxvl2vZ.jpg,38016380,0,11.791
11499,en,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",/z4cQ2mJxwPZUwVh97yX9oNsLLZQ.jpg,18593156,25000000,12.026
11502,pl,"On their way to an afternoon on the lake, husband and wife Andrzej and Krystyna nearly run over a young hitchhiker. Inviting the young man onto the boat with them, Andrzej begins to subtly torment him; the hitchhiker responds by making overtures toward Krystyna. When the hitchhiker is accidentally knocked overboard, the husband's panic results in unexpected consequences.",/tkdeCwZhy9hzzVjZFjw0RPGWUIg.jpg,0,0,9.22
11503,en,"A Harvard anthropologist is sent to Haiti to retrieve a strange powder that is said to have the power to bring human beings back from the dead. In his quest to find the miracle drug, the cynical scientist enters the rarely seen netherworld of walking zombies, blood rites and ancient curses. Based on the true life experiences of Wade Davis and filmed on location in Haiti, it's a frightening excursion into black magic and the supernatural.",/f0n0CDxtrBcIow6yzoORVVhRxYT.jpg,19595031,7000000,12.598
11504,en,"Shep Ramsey is an interstellar hero, righting wrongs, etc. His ship is damaged after a fight with an interstellar nasty and he must hide out on Earth until it can recharge. He leaves his power suit at home, but still finds himself unable to allow wrongs to go unrighted and so mixes it up with bad drivers, offensive paperboys, muggers and the like.",/hXAIGWdfxCQ1d5XFGcwudNdgagN.jpg,8000000,11000000,10.584
11506,sv,"Traveling through an unnamed European country on the brink of war, sickly, intellectual Ester, her sister Anna and Anna's young son, Johan, check into a near-empty hotel. A basic inability to communicate among the three seems only to worsen during their stay. Anna provokes her sister by enjoying a dalliance with a local man, while the boy, left to himself, has a series of enigmatic encounters that heighten the growing air of isolation.",/jN2qIyZGfb3Q9UN8RSfpVrsZI6V.jpg,0,0,8.397
11507,en,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous woman dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers—with porn actress Holly Body as his guide.",/lRFm5P2AdOGpELwm3HHhmUz6k5I.jpg,8801940,10000000,20.662
11508,en,"The Addams Family goes on a search for their relatives. Gomez and Morticia are horrified to discover that Grandpa and Grandma Addams have a disease that is slowly turning them ""normal"". The only chance they have of a cure is to find a family member hoping that they know a home remedy.",/XtfNBKnLDpg1waJhDF5FAd5OEX.jpg,0,0,17.734
11509,en,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.",/h44EUq2CAKSQi5A14ddzT3bahcR.jpg,32192570,23000000,22.456
11510,en,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",/jDTP5KgWwvuKfOyJ2PJfTqVYnxJ.jpg,1382462,0,15.268
11511,en,"When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.",/k6kXq27UVxf7zGCWSvygYYIp9eP.jpg,18937262,20000000,11.356
11516,fr,"This documentary follows various migratory bird species on their long journeys from their summer homes to the equator and back, covering thousands of miles and navigating by the stars. These arduous treks are crucial for survival, seeking hospitable climates and food sources. Birds face numerous challenges, including crossing oceans and evading predators, illness, and injury. Although migrations are undertaken as a community, birds disperse into family units once they reach their destinations, and every continent is affected by these migrations, hosting migratory bird species at least part of the year.",/qjv7cYLSufwf03So0SuRFU7sRxB.jpg,20217080,35866397,9.814
11517,en,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,77224232,68000000,17.879
11519,en,"In the days after the attack on Pearl Harbor, panic grips California, where a military officer leads a mob chasing a Japanese sub.",/52Bn5yC6IHQuVxPUza3Q6RZCZTu.jpg,94900000,35000000,14.615
11520,en,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks.",/iMY7yFn4gMvGaQYMGWnyX2QgvHZ.jpg,70200000,35100000,14.379
11521,en,"Dede is a sole parent trying to bring up her son Fred. When it is discovered that Fred is a genius, she is determined to ensure that Fred has all the opportunities that he needs, and that he is not taken advantage of by people who forget that his extremely powerful intellect is harboured in the body and emotions of a child.",/eXf4xhJEc9c2NElBrExmiWFe4Pz.jpg,25010896,10000000,12.001
11522,en,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",/jeFJyzJBufJexpOuywuPp8q2tCJ.jpg,40471663,9000000,21.063
11523,en,"No one thought Donna would go very far. But when she sets her sights on becoming a first-class international flight attendant, Donna throws caution to the wind and takes off in pursuit of her dream. The ride is anything but smooth, however, and Donna's laugh-packed journey of a lifetime is rocked by more turbulence than she bargained for.",/mjKloEexvZcJBbkoX9XKx83B40z.jpg,19526014,30000000,15.315
11524,en,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",/bpjRGwfYJ71bU0hNhLIz7g3t6Oy.jpg,11492915,5500000,15.586
11525,en,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,2409225,15000000,11.6
11527,en,"A surreal adaptation of Sir Thomas Malory's ""Le Morte d'Arthur"", chronicling Arthur Pendragon's conception, his rise to the throne, the search by his Knights of the Round Table for the Holy Grail, and ultimately his death.",/cTWF6zkr5mUOnheowKODIijWYcN.jpg,34967437,11000000,19.284
11528,en,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.",/7PYqz0viEuW8qTvuGinUMjDWMnj.jpg,34348444,7000000,23.837
11529,en,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",/698cbxq0SRwCdOPG5Bwi7JDk12d.jpg,180622424,30000000,18.041
11531,en,"Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.",/l1jF93S9FYbzp3Byh5VUA1KApSJ.jpg,47737094,15000000,19.174
11532,en,"For ten years, engineer Bill Markham has searched tirelessly for his son Tommy who disappeared from the edge of the Brazilian rainforest. Miraculously, he finds the boy living among the reclusive Amazon tribe who adopted him. And that's when Bill's adventure truly begins. For his son is now a grown tribesman who moves skillfully through this beautiful-but-dangerous terrain, fearful only of those who would exploit it. And as Bill attempts to ""rescue"" him from the savagery of the untamed jungle, Tommy challenges Bill's idea of true civilization and his notions about who needs rescuing.",/fdRlqPnPFaPyQqS3KiBLJwWQPBe.jpg,24467000,0,13.688
11533,en,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils.",/tNxU5agqGybrnVHGaxfEuAksRoO.jpg,0,1000000,24.576
11535,en,"In this fast action-packed thriller, Jonathan, Marcus, and Aurora compete in a dangerous, fierce sport called Rollerball. Although, Johnathan and Marcus try to quit, cruel and vindictive promoter Alexi Petrovich encourages them to still participate.",/5Wquo3EjfDpK7S1BHcybuC3TZDO.jpg,25852764,70000000,9.583
11536,en,"While filing for a divorce, beautiful ex-stripper Roslyn Taber ends up meeting aging cowboy-turned-gambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's half-finished desert home together. When grizzled ex-rodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.",/pjWlNZeoT5ZcVutOAHkFK7Z22Sb.jpg,8200000,4000000,15.113
11537,cn,"Everyone abuses and humiliates a downtrodden orphan until he befriends an old man, who turns out to be the last master of the snake fist fighting style. Jackie becomes the old man's student and finds himself in battle with the master of the eagle's claw style, who has vowed to destroy the snake fist clan.",/oCt4990zVSNILSU0Q6DStmdbpIA.jpg,0,0,16.604
11541,en,"Australian journalist Guy Hamilton travels to Indonesia to cover civil strife in 1965. There—on the eve of an attempted coup—he befriends a Chinese Australian photographer with a deep connection to and vast knowledge of the Indonesian people, and also falls in love with a British national.",/9Nxy4ZGOq43rXqyMXIft1ruemN3.jpg,1317657,6000000,13.852
11542,en,"A research scientist explores the boundaries and frontiers of consciousness. Using sensory deprivation and hallucinogenic mixtures from native American shamans, he explores these altered states of consciousness and finds that memory, time, and perhaps reality itself are states of mind.",/1iZBJcFJFupnxrSCwQIrtVgsrkA.jpg,19853892,15000000,13.71
11543,en,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",/cT3vdSxcEOTHPf99sbopWt7rdHa.jpg,25023434,27000000,15.37
11544,en,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",/d73UqZWyw3MUMpeaFcENgLZ2kWS.jpg,273144151,80000000,44.02
11545,en,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg,17096053,9000000,14.593
11546,en,"The Russians seek help in dealing with the Mafia from the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",/3517XQ9LpoEykyYq2TuDNS45MPP.jpg,126247,10000000,21.406
11547,en,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",/vaUkSL7PbeeKfdFKOh9TYR9M1ds.jpg,30553395,1500000,14.359
11548,en,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",/8NkpnpdLd8J6zCR8ZGTeGTur4uO.jpg,65088797,25000000,16.931
11549,en,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,/8BrMQmgwGzIHSyBjCDOLOdi79fJ.jpg,3000000,417000,13.857
11551,en,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",/2nuUjSzHsoYlRvTPmLo7m7gCQry.jpg,54682547,40000000,22.75
11556,es,A hacker who is spying on a pretty neighbour messes up his assignment to break into Swiss bank accounts for Russian mobsters.,/Y5O3hU5DpH4Kz1wcPDumGjTkxb.jpg,0,0,8.684
11557,en,"A group of friends graduate from the halls of Georgetown University into lives that revolve around sex and career aspirations. Kirby waits tables to pay for law school. His roommate Kevin struggles at a D.C. newspaper as he searches for the meaning of love. Jules, an object of adoration and envy, but secretly she has problems of her own. Demure Wendy is in love with Billy—a loveable sax player and an irresponsible drunk. Alec wants it all: a career in politics and the appearance of a traditional home life. Alec’s girlfriend, Leslie, is an ambitious architect who doesn't know about his infidelity, but his new allegiance to the Republican Party is already enough to put her off marriage.",/9yFDYxV0LWDtc7VyuaZ36uB9FOy.jpg,37803872,0,12.997
11558,en,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.",/gY1a4k9dalGx83D7TJ2C76xBprS.jpg,51079064,6500000,14.558
11559,en,"Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.",/juYEAmlSniLwjBjTV2JQ489pAo5.jpg,566611,12000000,12.525
11560,en,"A female attorney learns that her husband is really a marine officer awol for fifteen years and accused of murdering fifteen civilians in El Salvador. Believing her husband when he tells her that he's being framed as part of a U.S. Military cover-up, the attorney defends him in a military court.",/9sj9rUr7Vu5IfOQHnYKnJuVEw0B.jpg,63781810,42000000,19.076
11561,en,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",/YTYSziZZP5aXt5CDvdEMwKDzme.jpg,18344729,2000000,10.684
11562,en,"An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.",/6vC6MLYUICH57MmEVi1UaNaj2Qs.jpg,18254702,19000000,12.588
11565,en,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",/wlbov6pkgySqYZilZcO54f29Dg1.jpg,138259062,40000000,32.259
11566,en,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,/wIUuf1NFchdCJe833JBTiSMzqfv.jpg,92000000,28000000,13.425
11568,en,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops.",/nCoY8UK2x4DWpICipL40Hg4cDmO.jpg,14051384,28000000,14.048
11569,en,"Pinhead is trapped in the Pillar of Souls. Fortunately for him it is bought by a young playboy who owns his own nightclub. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle box so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way.",/eBKrmVD29BQGDlWQJ3rKS8cmPGh.jpg,12534961,5000000,14.216
