id,country_id
812,505
813,505
814,504
814,505
816,434
816,505
817,505
818,505
819,505
820,505
820,432
821,505
823,449
824,505
824,404
825,505
826,505
826,504
827,432
828,505
829,505
830,505
831,505
832,434
833,447
834,505
837,416
838,505
839,505
840,505
841,505
842,505
842,404
843,467
843,432
843,438
844,434
844,447
844,418
844,432
844,438
845,505
846,505
846,416
847,505
848,505
849,447
849,505
849,504
849,493
850,505
850,416
851,504
853,505
853,432
853,445
853,504
853,434
854,505
855,505
855,504
856,505
857,505
858,505
859,505
859,504
860,505
861,505
862,505
863,505
864,505
865,505
866,504
866,505
867,505
868,504
868,490
869,505
870,449
871,505
872,505
873,505
874,504
877,505
879,505
880,504
880,467
880,407
881,505
883,505
884,416
884,505
884,504
886,505
887,505
888,505
889,505
891,505
892,432
895,492
896,441
897,441
898,505
900,505
901,505
902,434
902,504
902,493
902,407
902,432
903,505
907,505
907,447
907,504
909,505
910,505
911,505
912,505
913,505
914,505
916,505
918,505
919,449
920,505
921,505
922,505
922,434
922,449
923,505
923,447
924,449
924,432
924,416
924,505
925,505
926,505
927,505
928,505
929,449
929,505
931,447
931,504
934,432
935,504
935,505
936,505
938,434
938,447
938,493
939,505
940,504
941,505
942,505
943,505
944,505
947,504
948,505
949,505
950,505
951,505
953,505
954,505
955,505
956,505
957,505
961,505
962,505
963,505
965,505
966,505
967,505
968,505
975,505
976,505
978,504
978,505
979,432
980,505
981,505
982,505
983,504
983,505
984,505
985,505
987,505
988,505
990,505
991,504
992,505
993,504
994,505
994,504
995,505
996,505
1018,432
1018,505
1023,426
1023,434
1024,469
1040,432
1040,447
1049,505
1049,432
1050,418
1051,505
1052,447
1052,505
1052,504
1058,505
1059,449
1073,505
1075,434
1075,510
1075,436
1075,432
1075,405
1088,469
1088,434
1089,505
1089,449
1090,505
1090,434
1091,505
1091,416
1092,504
1093,432
1103,505
1114,434
1114,462
1116,493
1116,504
1116,445
1116,447
1116,432
1116,434
1116,407
1116,496
1123,504
1123,505
1123,432
1123,490
1124,504
1124,505
1125,505
1126,504
1126,469
1162,505
1164,432
1164,449
1164,505
1164,460
1164,464
1165,447
1165,504
1165,432
1213,505
1245,504
1245,505
1246,505
1247,505
1247,432
1248,447
1248,432
1248,424
1248,504
1248,505
1249,505
1249,416
1250,505
1251,505
1251,449
1255,449
1255,491
1257,505
1259,504
1259,505
1262,505
1265,505
1266,505
1267,505
1268,504
1271,416
1271,505
1271,412
1272,504
1273,505
1273,438
1277,434
1277,439
1278,432
1278,504
1278,407
1278,447
1278,505
1280,449
1280,491
1281,504
1282,505
1358,505
1358,504
1358,449
1359,416
1359,505
1360,460
1360,416
1360,505
1364,493
1364,432
1365,505
1366,505
1367,505
1368,505
1369,505
1369,460
1370,505
1371,505
1372,434
1372,505
1374,505
1375,505
1376,434
1376,504
1376,493
1377,505
1378,505
1378,467
1379,432
1379,431
1379,434
1380,505
1381,505
1381,416
1382,505
1389,505
1391,460
1392,505
1392,441
1396,492
1398,492
1402,505
1405,505
1406,505
1407,504
1407,432
1407,424
1408,505
1408,432
1408,447
1408,434
1410,505
1411,505
1412,505
1413,505
1414,432
1414,493
1414,431
1415,505
1415,467
1417,493
1417,505
1417,460
1420,504
1420,445
1422,438
1422,505
1427,432
1427,505
1427,407
1427,493
1427,434
1428,505
1429,505
1430,505
1430,416
1430,434
1433,493
1433,460
1435,505
1439,505
1440,505
1443,505
1444,505
1450,418
1450,449
1450,438
1450,432
1450,505
1452,505
1480,505
1483,505
1485,504
1487,505
1487,424
1491,505
1492,505
1492,432
1492,493
1492,504
1493,505
1494,505
1494,418
1494,438
1495,505
1495,504
1495,493
1495,434
1497,438
1497,505
1498,438
1498,505
1499,505
1499,438
1523,504
1523,505
1535,505
1535,449
1535,434
1535,432
1535,438
1537,505
1538,505
1541,505
1541,504
1542,505
1544,504
1544,505
1544,434
1546,505
1547,505
1548,504
1548,505
1548,434
1550,505
1551,505
1552,505
1553,432
1554,434
1554,505
1555,493
1555,432
1561,432
1562,493
1562,504
1563,432
1567,432
1571,504
1571,505
1572,505
1573,505
1574,416
1574,434
1574,505
1576,434
1576,504
1576,416
1576,432
1577,504
1577,505
1577,416
1578,505
1579,504
1579,505
1580,505
1581,505
1583,434
1584,434
1584,505
1585,505
1586,505
1587,505
1588,505
1591,434
1592,505
1593,505
1593,504
1594,504
1594,505
1595,505
1595,416
1595,434
1597,505
1598,505
1599,505
1599,434
1600,432
1600,471
1600,476
1607,505
1610,504
1613,504
1613,416
1618,504
1619,505
1620,432
1620,505
1621,505
1623,505
1624,505
1628,432
1630,505
1632,505
1633,505
1634,505
1634,432
1635,505
1636,505
1636,434
1637,505
1639,505
1640,434
1640,505
1641,505
1642,505
1643,447
1643,432
1644,505
1645,505
1646,505
1646,434
1647,505
1648,505
1649,505
1652,434
1653,417
1653,474
1653,432
1653,434
1653,505
1653,504
1653,402
1654,504
1654,505
1656,505
1656,460
1659,434
1662,505
1665,505
1666,505
1667,432
1667,505
1669,505
1672,432
1675,432
1677,505
1678,449
1680,449
1682,449
1683,505
1685,505
1687,505
1688,505
1689,504
1689,432
1689,447
1689,454
1690,505
1690,424
1691,424
1691,505
1694,505
1696,505
1696,434
1700,505
1701,505
1705,505
1710,505
1712,505
1713,505
1714,504
1715,505
1716,432
1717,505
1722,504
1722,505
1722,432
1724,505
1725,505
1726,505
1727,505
1729,505
1729,438
1729,418
1730,505
1730,432
1730,476
1734,505
1735,434
1735,438
1735,418
1735,416
1735,505
1738,505
1770,445
1770,505
1770,504
1771,505
1774,505
1774,504
1775,416
1775,505
1776,505
1777,505
1779,505
1781,505
1783,505
1783,504
1783,499
1786,432
1786,434
1786,447
1788,505
1791,434
1791,405
1791,432
1792,505
1793,505
1802,434
1802,432
1807,505
1808,504
1808,505
1809,434
1809,505
1811,505
1811,432
1813,434
1813,505
1816,505
1817,505
1819,505
1824,505
1825,505
1830,432
1830,505
1830,434
1831,505
1832,505
1832,504
1833,505
1843,505
1844,505
1844,504
1845,432
1845,434
1847,505
1850,505
1852,505
1853,505
1857,505
1857,449
1858,505
1859,505
1865,504
1865,505
1878,505
1879,505
1880,505
1883,505
1884,505
1885,505
1887,505
1887,449
1887,432
1890,505
1891,505
1892,505
1893,505
1894,505
1895,505
1900,505
1900,434
1901,505
1902,432
1902,447
1902,493
1903,505
1903,493
1904,432
1904,505
1904,449
1907,504
1907,505
1908,505
1909,505
1911,505
1913,447
1913,493
1913,432
1913,505
1919,504
1919,416
1919,505
1921,505
1923,432
1923,505
1924,504
1924,505
1926,443
1926,446
1926,504
1926,441
1926,409
1926,428
1926,449
1926,432
1926,413
1926,505
1926,460
1927,505
1930,505
1931,505
1933,505
1933,432
1933,493
1934,505
1934,504
1939,505
1941,505
1942,504
1944,505
1945,505
1946,416
1946,504
1946,432
1947,434
1947,505
1948,505
1949,505
1950,505
1951,505
1951,432
1951,447
1951,426
1951,495
1951,467
1951,504
1951,434
1954,505
1954,416
1955,505
1956,402
1956,505
1956,504
1957,505
1958,447
1958,432
1959,504
1959,505
1961,505
1963,491
1963,449
1965,505
1966,447
1966,441
1966,432
1966,505
1966,499
1966,464
1966,467
1966,434
1966,504
1967,505
1968,505
1969,432
1969,460
1969,505
1970,505
1976,505
1978,504
1979,505
1979,434
1979,504
1985,418
1985,504
1985,434
1985,505
1988,504
1988,505
1989,418
1989,505
1989,432
1989,438
1990,432
1990,505
1991,505
1992,505
1993,432
1993,447
1995,449
1995,504
1995,505
1995,434
1996,505
1996,504
1996,434
1996,449
1996,438
1997,504
1997,432
1999,505
2000,474
2000,460
2000,434
2001,505
2005,505
2006,505
2007,505
2009,407
2009,480
2011,432
2011,505
2013,432
2013,505
2014,501
2014,434
2018,505
2018,434
2018,504
2019,505
2020,505
2021,432
2021,504
2022,505
2023,464
2023,505
2024,505
2024,434
2026,505
2026,434
2028,505
2029,432
2033,505
2034,505
2038,505
2038,504
2039,505
2042,505
2043,434
2043,416
2043,505
2044,505
2044,491
2045,505
2046,505
2047,505
2048,434
2048,505
2054,505
2055,505
2055,504
2056,505
2057,432
2057,505
2058,505
2059,505
2061,426
2062,505
2064,505
2067,432
2067,416
2067,505
2069,416
2069,505
2071,505
2074,505
2075,505
2077,505
2080,505
2082,505
2084,504
2084,505
2085,505
2086,505
2087,505
2088,504
2088,505
2099,505
2099,467
2100,505
2103,505
2105,505
2107,505
2108,505
2109,505
2110,449
2110,432
2112,505
2114,449
2114,505
2116,505
2117,434
2118,505
2119,505
2122,505
2123,505
2124,505
2133,505
2134,505
2135,505
2140,432
2140,505
2142,505
2144,505
2148,505
2149,434
2149,505
2152,505
2155,505
2157,505
2160,505
2161,505
2162,505
2163,505
2164,432
2164,505
2171,505
2176,505
2179,505
2182,505
2185,505
2193,505
2196,505
2196,504
2196,434
2207,434
2207,505
2210,505
2210,504
2212,505
2241,434
2246,505
2251,505
2251,434
2251,496
2252,504
2252,505
2252,416
2253,434
2253,505
2255,505
2259,432
2259,434
2259,426
2259,477
2259,505
2260,505
2263,505
2266,432
2267,505
2268,505
2268,504
2269,505
2269,481
2270,505
2270,504
2270,440
2274,505
2275,434
2275,505
2277,505
2277,434
2280,505
2287,505
2288,505
2288,504
2289,505
2289,480
2289,447
2289,504
2290,505
2290,432
2290,439
2291,505
2292,505
2293,505
2294,505
2295,505
2300,505
2302,505
2307,505
2309,505
2310,505
2312,505
2312,434
2312,416
2313,505
2320,505
2321,505
2322,505
2323,505
2330,432
2332,432
2334,432
2335,432
2355,505
2357,505
2359,505
2360,504
2360,432
2362,505
2370,505
2383,432
2383,505
2395,493
2395,447
2395,432
2395,434
2395,407
2428,505
2436,505
2438,505
2440,491
2447,505
2453,505
2454,476
2454,505
2454,488
2454,424
2469,493
2470,432
2470,493
2470,477
2486,439
2486,505
2486,504
2493,505
2501,434
2501,505
2501,424
2502,505
2502,434
2503,493
2503,432
2503,434
2503,505
2517,449
2528,432
2539,505
2546,432
2546,447
2565,505
2567,505
2567,434
2575,445
2575,505
2576,505
2577,407
2577,504
2577,505
2604,505
2605,505
2608,505
2609,505
2610,505
2611,505
2612,505
2613,505
2614,505
2616,505
2617,505
2619,505
2620,505
2621,505
2623,505
2636,474
2636,505
2637,505
2639,505
2640,505
2642,505
2642,404
2649,505
2652,505
2654,505
2655,505
2657,505
2661,505
2662,505
2665,505
2666,404
2666,505
2667,505
2668,432
2668,505
2668,434
2669,504
2669,505
2671,449
2675,505
2687,432
2687,505
2690,505
2698,505
2721,432
2721,401
2731,432
2742,416
2742,449
2742,504
2749,434
2749,505
2750,504
2752,432
2752,505
2752,504
2755,505
2756,505
2757,505
2758,505
2759,505
2759,404
2760,504
2761,504
2768,505
2769,505
2770,505
2771,505
2779,434
2779,505
2786,432
2786,447
2787,505
2788,505
2789,505
2798,432
2800,505
2800,434
2830,505
2832,505
2841,505
2841,432
2860,432
2887,505
2891,469
2891,404
2891,504
2892,404
2894,434
2894,432
2895,505
2897,505
2898,505
2899,434
2899,432
2900,505
2907,505
2923,505
2923,504
2924,505
2925,505
2926,504
2926,493
2926,505
2928,505
2959,404
2959,505
2973,492
2976,504
2976,505
2977,504
2978,505
2990,505
2998,505
3001,505
3009,434
3009,432
3009,447
3019,505
3021,505
3022,505
3033,504
3033,505
3034,505
3035,505
3036,449
3036,505
3036,504
3040,505
3040,481
3049,505
3050,505
3053,504
3059,505
3062,505
3063,505
3064,505
3065,505
3072,505
3073,505
3075,504
3076,505
3078,505
3079,504
3080,505
3082,505
3083,505
3084,505
3085,505
3086,505
3087,505
3089,505
3090,505
3093,493
3093,504
3093,505
3093,434
3101,505
3109,505
3110,505
3111,505
3112,505
3114,505
3116,505
3118,432
3121,505
3131,447
3131,505
3132,505
3133,505
3134,432
3170,505
3172,505
3175,504
3175,505
3176,449
3177,449
3179,505
3291,505
3291,449
3291,432
3291,504
3293,505
3309,505
3396,505
3432,505
3472,504
3486,504
3486,505
3509,505
3512,505
3513,505
3525,505
3526,505
3529,505
3536,505
3536,432
3537,505
3543,434
3549,426
3549,495
3558,505
3558,434
3563,505
3573,505
3580,505
3586,505
3587,505
3594,505
3594,434
3595,505
3597,505
3598,505
3600,505
3603,469
3603,491
3604,467
3604,505
3604,504
3635,456
3635,504
3635,432
3638,404
3638,505
3640,447
3640,434
3640,405
3640,496
3681,432
3681,505
3682,505
3683,505
3716,434
3763,449
3766,505
3767,505
3777,449
3780,449
3782,449
3784,505
3786,505
3870,432
3870,447
3870,434
3875,426
3902,416
3902,432
3902,434
3902,505
3933,505
3934,432
3980,505
3981,505
3989,505
4011,505
4012,505
4031,432
4032,505
4043,493
4104,505
4105,505
4107,504
4107,445
4108,505
4108,432
4133,505
4141,505
4147,505
4148,505
4148,504
4169,504
4169,505
4174,505
4176,504
4176,505
4180,432
4192,504
4203,493
4232,505
4233,505
4234,505
4241,449
4244,505
4247,505
4248,505
4248,416
4256,505
4257,505
4271,432
4283,505
4291,449
4296,416
4296,505
4307,493
4307,432
4327,505
4347,505
4347,504
4347,432
4348,432
4348,505
4348,504
4349,434
4349,505
4365,505
4379,434
4379,505
4380,505
4413,505
4415,505
4421,505
4437,505
4441,404
4442,505
4442,424
4464,505
4474,505
4475,505
4476,505
4477,505
4478,505
4480,432
4481,432
4482,432
4483,432
4484,432
4484,447
4485,432
4486,416
4486,432
4488,505
4497,493
4497,460
4512,505
4512,504
4512,416
4513,505
4513,469
4515,505
4517,504
4517,505
4517,432
4518,504
4518,505
4520,504
4520,505
4523,505
4538,505
4539,505
4543,504
4547,505
4550,491
4551,505
4552,491
4553,505
4553,493
4553,407
4561,432
4561,416
4561,434
4564,505
4566,505
4584,504
4587,505
4588,497
4588,438
4588,418
4588,505
4593,447
4593,432
4593,493
4595,432
4599,505
4613,505
4614,505
4614,416
4614,434
4627,434
4629,404
4629,505
4638,505
4638,432
4638,504
4639,505
4643,505
4688,505
4689,491
4722,505
4723,505
4723,432
4723,434
4771,505
4780,505
4787,432
4787,504
4787,505
4789,447
4789,434
4806,505
4808,505
4816,449
4816,504
4816,434
4816,505
4816,432
4823,505
4824,434
4824,449
4824,504
4824,432
4824,505
4824,416
4825,505
4832,505
4835,432
4835,447
4836,504
4837,432
4858,404
4858,505
4886,505
4909,432
4909,504
4911,434
4911,504
4911,505
4912,505
4912,505
4917,505
4918,504
4922,505
4929,505
4935,449
4939,505
4942,434
4942,505
4944,505
4944,432
4944,504
4951,505
4952,505
4953,432
4953,505
4954,505
4958,505
4959,434
4959,505
4959,504
4960,505
4961,505
4964,505
4965,505
4967,505
4970,505
4972,426
4973,432
4973,449
4975,504
4977,449
4978,505
4982,505
4982,504
4985,505
4986,505
4995,505
4997,416
4997,505
5000,432
5001,460
5001,505
5038,505
5038,432
5038,493
5052,505
5055,476
5061,504
5072,504
5072,439
5072,434
5121,505
5122,505
5123,505
5137,505
5137,504
5143,505
5146,505
5146,434
5156,447
5165,432
5165,447
5168,432
5172,505
5174,505
5175,505
5176,505
5179,504
5185,504
5203,505
5204,439
5205,505
5206,434
5206,440
5206,432
5206,447
5206,426
5206,495
5236,505
5241,505
5255,505
5257,404
5259,432
5259,446
5259,505
5279,505
5279,447
5289,416
5289,504
5289,505
5336,447
5336,432
5353,422
5353,409
5353,505
5434,447
5470,432
5470,505
5471,504
5471,416
5471,404
5471,440
5471,505
5488,491
5491,505
5491,416
5493,449
5503,505
5506,504
5511,432
5511,447
5516,505
5528,496
5528,432
5528,434
5544,449
5544,432
5548,505
5549,505
5550,505
5551,505
5559,505
5622,432
5622,447
5653,434
5653,505
5683,505
5689,505
5693,505
5698,505
5708,404
5708,504
5708,505
5709,505
5718,505
5722,505
5723,445
5757,505
5769,504
5780,505
5781,493
5781,432
5801,441
5820,505
5825,505
5842,449
5846,449
5851,404
5851,505
5852,505
5854,505
5857,505
5876,505
5879,432
5879,449
5889,449
5894,505
5902,504
5902,505
5910,449
5915,505
5916,505
5917,505
5919,505
5921,505
5923,505
5924,505
5925,505
5951,505
5955,505
5955,496
5961,434
5961,495
5961,432
5966,505
5967,434
5967,432
5968,505
5971,505
5994,505
5996,505
6003,447
6003,504
6007,471
6016,416
6016,432
6016,445
6016,504
6020,505
6023,505
6037,505
6038,438
6038,505
6058,505
6068,505
6069,505
6071,505
6072,505
6073,460
6073,505
6075,505
6077,432
6079,424
6081,504
6081,505
6106,505
6106,504
6114,505
6116,505
6116,504
6145,434
6145,505
6171,505
6217,505
6278,445
6278,504
6278,505
6279,487
6279,505
6280,505
6282,505
6283,505
6312,432
6341,505
6346,505
6393,505
6396,505
6399,447
6404,432
6404,434
6415,505
6418,505
6418,432
6435,505
6439,505
6440,505
6440,416
6463,505
6466,505
6471,505
6472,505
6477,505
6478,434
6478,504
6478,505
6479,505
6488,505
6499,505
6499,449
6519,505
6520,505
6521,505
6521,504
6521,434
6522,505
6524,505
6537,493
6538,505
6552,505
6557,505
6575,505
6615,505
6619,447
6619,432
6620,505
6623,505
6637,505
6641,504
6641,432
6643,505
6646,505
6646,504
6687,455
6687,504
6687,434
6687,493
6687,407
6687,505
6691,432
6715,505
6723,505
6795,505
6844,505
6877,505
6878,505
6917,416
6917,505
6936,407
6947,505
6948,505
6948,504
6949,505
6950,505
6951,505
6957,505
6961,505
6963,505
6963,434
6964,505
6968,432
6968,424
6968,434
6970,404
6972,504
6972,404
6973,505
6974,505
6977,505
6978,505
7007,505
7012,505
7014,432
7090,505
7093,432
7093,504
7093,407
7095,505
7131,424
7131,505
7191,505
7211,505
7214,505
7214,434
7219,447
7220,505
7220,434
7227,505
7229,432
7233,505
7237,505
7249,505
7270,505
7278,505
7288,434
7288,505
7294,434
7294,431
7294,432
7299,505
7300,505
7303,505
7304,505
7304,434
7305,505
7326,505
7340,505
7341,505
7342,416
7342,505
7343,411
7345,505
7347,411
7348,505
7350,505
7364,505
7364,493
7364,504
7364,434
7442,505
7443,432
7443,504
7443,505
7445,505
7446,504
7446,505
7446,434
7450,505
7451,505
7452,467
7452,504
7452,432
7453,505
7453,504
7457,434
7457,504
7457,505
7459,504
7459,505
7459,434
7461,505
7461,460
7461,493
7484,505
7485,505
7500,449
7501,505
7508,441
7509,416
7509,441
7510,505
7511,505
7512,505
7514,448
7515,505
7515,504
7516,504
7516,505
7516,432
7518,505
7520,505
7548,504
7549,418
7549,505
7551,505
7551,504
7552,505
7553,505
7555,505
7555,434
7735,434
7737,434
7737,432
7737,505
7737,416
7797,480
7797,434
7797,447
7797,432
7797,505
7840,490
7840,505
7857,447
7859,505
7861,505
7862,405
7862,434
7863,404
7870,505
7872,504
7873,505
7874,505
7942,504
7944,504
7944,505
7972,505
7974,495
7974,431
7978,505
7979,418
7979,505
7979,504
7980,469
7980,504
7980,505
7984,445
7984,504
7985,504
7985,505
8005,505
8005,432
8007,505
8009,504
8010,504
8010,402
8010,432
8011,504
8011,505
8011,416
8011,432
8012,505
8016,434
8016,447
8016,432
8046,505
8051,505
8052,505
8053,505
8053,432
8054,504
8054,505
8054,432
8054,416
8055,434
8055,505
8056,467
8056,446
8056,432
8056,480
8056,407
8065,505
8066,505
8067,505
8067,504
8068,505
8069,432
8069,447
8072,447
8072,432
8073,432
8075,432
8077,505
8077,504
8078,505
8080,505
8080,434
8080,504
8090,505
8092,505
8094,445
8094,504
8129,504
8129,432
8129,493
8129,434
8130,505
8193,505
8195,504
8195,432
8195,505
8197,505
8198,505
8198,434
8198,504
8198,404
8198,509
8202,505
8204,505
8208,504
8216,469
8217,505
8221,493
8222,432
8222,493
8223,432
8223,493
8224,434
8224,505
8247,416
8247,505
8265,432
8270,505
8271,505
8272,505
8273,505
8274,505
8275,505
8277,505
8284,505
8284,449
8285,505
8288,505
8289,505
8290,432
8290,504
8291,505
8292,505
8293,505
8293,504
8293,449
8321,505
8321,504
8324,504
8324,505
8326,505
8327,460
8328,505
8329,493
8333,505
8337,505
8338,449
8338,411
8338,505
8338,504
8338,416
8338,447
8340,443
8340,432
8340,444
8342,488
8342,504
8342,407
8342,409
8342,505
8342,447
8342,432
8346,505
8346,416
8348,505
8355,505
8356,505
8357,505
8358,505
8359,505
8363,505
8367,505
8373,505
8374,416
8374,505
8386,505
8388,505
8390,504
8390,434
8390,432
8390,505
8391,416
8392,449
8393,490
8393,410
8398,505
8408,505
8409,505
8409,434
8413,505
8413,504
8414,467
8414,505
8414,416
8416,432
8416,447
8416,434
8420,432
8422,432
8422,447
8424,505
8424,432
8424,407
8427,505
8428,505
8428,416
8429,447
8435,504
8438,432
8438,505
8439,411
8440,411
8440,402
8446,504
8447,505
8447,504
8452,505
8456,505
8457,505
8461,505
8461,434
8461,504
8461,405
8461,447
8461,432
8467,505
8468,505
8468,416
8469,505
8470,505
8487,505
8488,505
8489,490
8489,505
8491,505
8494,505
8512,505
8536,504
8536,505
8545,504
8555,504
8555,434
8583,505
8584,505
8584,438
8587,505
8588,434
8588,504
8592,505
8617,416
8617,505
8618,504
8619,505
8643,505
8645,432
8645,505
8645,441
8649,505
8656,505
8665,416
8665,504
8665,434
8665,505
8669,505
8672,505
8672,431
8672,504
8672,434
8675,505
8676,505
8681,505
8681,432
8688,416
8688,505
8689,447
8689,419
8696,504
